Джураев Сайдолимжон Маруфович,0312 63-88-29,"Өмүрбаяны
 1965-жылдын 20-октябрында Ош облусунун Кызыл-Кыя шаарында туулган.
Жогорку билимдүү. 1990-жылы Д.Ф.Устинов атындагы Ленинград аскер-механикалык институтун “инженер-механик” адистиги боюнча бүтүргөн.
Эмгек жолун 1983-жылы Түштүк базада темир уста болуп баштаган.
1990-1991- жылдары - «Алай» машина куруучу заводдо мастер;
1991-1992- жылдары - механикалык өндүрүштү даярдоочу цехтин жетекчисинин орун басары;
1992-1993- жылдары цехтин жетекчиси;
1993-1996- жылдары «Маруф»кичи ишканасынын коммерциялык суроолор боюнча директордун орун басары;
1996-1999- жылдары Кызыл-Кыя машина куруучу заводунда (МАК) өндүрүш боюнча директордун орун басары;
1999-2008- жылдары Кызыл-Кыя машина куруучу заводунда (АТАК) өндүрүш боюнча директордун орун басары;
2008-2015-жылдары Кызыл-Кыя машина куруучу заводунун (АТАК) башкармалыгынын төрагасы;
2004–2015-жылдары КСДП партиясынын Кызыл-Кыя шаардык кеңешинин депутаты, төраганын орун басары;
2015-жылдын 4-октябрында КСДП саясый партиясынан VI чакырылыштагы Кыргыз Республикасынын  Жогорку Кеңешинин  депутаты болуп шайланган.
Үй-бүлөлүү, үч баланын атасы."
Жоробеков Тариел Улукбекович,0312 63-87-72,"Өмүрбаяны
 1964-жылы 9-майда Талас областына караштуу Таш-Арык айылында төрөлгөн.
Жогорку билимдүү. 1987-жылы К.И.Скрябин атындагы айыл чарба институтунун «Ветеринардык врач» багыты боюнча бүтүргөн.
Эмгек ишмердигин 1987-1996-жылдары “Ленин” атындагы колхоздо ветеринардык врач болуп баштаган.
1996-1998-жылдары Областтык мамлекеттик ветеринардык борборунун мамлекеттик ветинспектору болуп иштеген.
1998-2000-жылдары “Жанкарач” д-чарбасынын жетекчиси болуп иштеген.
2000-2008-жылдары Таш-Арык вет.сервисинин Башчысы болуп иштеген.
2008-2009-жылдары Долоно айылдык Кеңешинин Төрагасы болуп иштеген.
2009-2018-жылдары Долоно айылдык Кеңешинин Башчысы болуп иштеген.
Сыйлыктары:
1. Талас райондук мамлекеттик администрациясынын “Ардак Грамотасы”
2. Талас областтык мамлекеттик администрациясынын “Ардак Грамотасы”
3. Кыргыз Республикасынын жергиликтүү өзүн өзү башкаруу агенттигинин “Ардак Грамотасы”
4. Кыргыз Республикасынын айыл чарба министрлигинин “Отличниги” жана төш белгиси
5. Кыргыз Республикасынын Өкмөтүнүн “Ардак Грамотасы”
6. Кыргыз Республикасынын Профсоюз илим жана билим комитетинин “Ардак Грамотасы”
7. Кыргыз Республикасынын Маданият Министрлигинин “Отличниги” жана төш белгиси
8. Кыргыз Республикасынын Илим жана Билим берүү минстрлигинин “Ардак Грамотасы”
9. Кыргыз Республикасынын жергиликтүү өзүн өзү башкаруу жана этностор аралык мамиле боюнча агенттигин “Отличниги” жана төш белгиси
10. Кыргыз Республикасынын дене тарбия жана спорт агенттигинин “Ардак Грамотасы”
11. Талас районунун жана Долоно айылдык аймагынын “Ардактуу атуулу”
12. Манас руху нарк насил коомунун лауреаты"
Жамалдинов Зиядин Исламович,0312 63-85-04,"Өмүрбаяны
 1966-жылдын 12-июнунда Ош облусунун Ноокат районуна караштуу Жал айылында  туулган.
Жогору билимдүү. 1988-жылы Фрунзедеги политехникалык институтунун технология факультетин, 1996-жылы Ж. Баласагын атындагы Кыргыз мамлекеттик улуттук университетинин экономикалык укук таануу факультетин, 2003-жылы Ж. Баласагын атындагы Кыргыз мамлекеттик улуттук университетинин экономикалык укук таануу факультетин бүтүргөн.
Эмгек жолун 1988-жылы Оштогу этконсерва комбинатында бригадир-товаровед болуп баштаган, кийинчерээк  таразачы, даярдоочу, уста (мастер) болуп ошол эле ишканада 1994-жылга чейин иштеген.
1994-1995-жылдары Ош облусунун Салык полиция башкармалыгынын ыкчам ыйгарым укуктуусу (оперуполномоченный) кызматында иштеген.
1997-2001-жылдары - Ош шаары боюнча Мамлекеттик салык инспекциясынын инспектору, ага инспектору, 2001-2002-жылдары - Ош облусу боюнча Мамлекеттик салык инспекциясынын башкы салык инспектору, ага инспектору, 2002-2003-жылдары - Ош шаары боюнча Мамлекеттик салык инспекциясынын ага инспектору, башкы инспектору.
2003- 2005-жылдары - Ош облусу боюнча Кыргыз Республикасынын Омбудсменинин (Акыйкатчысынын) ыйгарым укуктуу өкүлү.
2005-2007-жылдары - Кыргыз Республикасынын Жогорку Кеңешинин III-чакырылышынын депутаты, Конституциялык мыйзамдар, мамлекеттик түзүлүш, сот-укуктук реформа жана адам укуктары боюнча комитетинин төрагасынын орун басары.
2007-2010-жылдары - «Ак Жол» саясий партиясынан IV-чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты, Миграция, эмгек, социалдык саясат жана саламаттык сактоо боюнча комитетинин төрагасынын орун басары.
2010-2011-жылдары - Кыргыз Республикасынын Суу чарба жана мелиорация Мамлекеттик комитетинин төрагасы.
2015-жылдын 4-октябрында Өнүгүү-Прогресс» саясий партиясынан VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты, Бюджет жана финансы боюнча комитетинин төрагасынын орун басары.
II-даражадагы Мамлекеттик кызматынын Мамлекеттик кеңешчиси."
Жеенчороев Мирлан Канатбекович,0312 63-85-07,"Өмүрбаяны
 1980-жылы 10-мартта Талас облусунун Кара-Буура районунун Аманбаев айылында туулган.
Жогорку билимдүү. 2002-жылы «юрист» адистиги боюнча Кыргыз-орус славян университетинин юридикалык факультетин бүтүргөн.
2002-жылы Кыргыз Республикасынын Улуттук гвардиясында I категориядагы специалист, андан кийин алдыңкы специалист.
2003-жылы анык аскердик кызматка чакырылып, 2004 жылы Улуттук гвардиянын юридикалык бөлүмүнүн жетекчисинин орун басары.
2005-2007-жылдары Жогорку Кеңеште депутаттын жардамчысы.
2012-жылы Кыргыз Республикасынын Өкмөттүн Аппаратында сектордун башкаруучусу, андан кийин бөлүм башчысынын орун басары.
2012-2015-жылдары Бишкек шаардык кеңеште «Республика» партиясынын жетекчиси жана депутаты.
2015-жылдын октябрь айынан азыркы күнгө чейин Кыргыз Республикасынын Жогорку Кеңешинин VI чакырылышынын «Республика-Ата Журт» партиясынын депутаты.
Кошумча маалымат:
2005-жылы «III класстагы мамлекеттик кызматтын кеңешчиси» наамы ыйгарылган.
2012-жылы «I класстагы мамлекеттик кызматтын кеңешчиси» наамы ыйгарылган.
Аскердик наам: Юстициянын улук лейтенанты.
Бишкек шаардык кенешинин, Бишкек шаарынын мэриясынын, Улуттук гвардиянын, Юстиция министрлигинин жана Кыргыз Республикасынын Жогорку Кеңешинин ардак грамоталары менен сыйланган. 

Үй-бүлөлүү, эки уул жана бир кыз."
Жолдошбаев Камчыбек Жолдошбаевич,0312 63-86-79,"Өмүрбаяны
 1956-жылдын 6-июнунда Нарын областынын Ат -Башы районунун Кызыл-Туу айылында туулган.
Жогорку билимдүү. 1978- жылы Кыргыз мамлекеттик дене тарбия институтун окутуучу адистиги боюнча бүтүргөн. Ал эми 2001- жылы И.Арабаев атындагы Кыргыз мамлекеттик педагогикалык университетин сырттан окуп бүтүрүп, экинчи кесипке - менеджер адистигине ээ болгон.
Эмгек жолун 1973- жылы Нарын шаарындагы темир- бетон чыгаруучу заводдо жумушчу болуп баштаган.
1978-1979- жылдары «Колхозчу» ыктыярдуу спорт коомунун борбордук кеңешинин машыктыруучусу болуп иштеген.
1978-1981- жылдары В.Маяковский атындагы Кыргыз кыз- келиндер педагогикалык институтунда дене тарбия кафедрасынын мугалими, ал эми 1981-1991- жылдары К.Скрябин атындагы Кыргыз мамлекеттик айыл чарба институтунда окутуучу, ага окутуучу, дене тарбия кафедрасынын башчысы болуп иштеп, аталган окуу жайлардын спорттук клубдарын жетектеген. 10 жылдан ашуун Кыргызстандын волейбол федерациясынын жетектеген.
2005-2007- жылдары Кыргыз Республикасынын Жогорку Кенешинин депутаты болгон.
2016-жылдын 4-октябрында “Өнүгүү-Прогресс” саясый партиясынын тизмеси боюнча VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
 2003 —жылы «Данк» медалы менен сыйланган. Ошондой эле «Манас—1000», «Ош —3000», «Кыргызстандын мамлекеттүүлүгүнүн 2200 жылдыгы» эстелик медалдарынын ээси.
Мамлекеттик кызматтын II класстагы мамлекеттик кенешчиси класстык чини бар.
Волейбол боюнча спорт чебери.
- Республикалык волейбол федерациясынын ардактуу президенти;
- КР ат оюндар федерациясынын вице- президенти;
- КР мамлекеттик дене тарбия жана спорт академиясынын жана Бишкек гуманитардык университетинин ардактуу профессору;
- Эл аралык чыгармачылык академиясынын академиги;
- КР «Белбоо күрөшү»  федерациясынын вице президенти (2011- жылы);
- Белбоо күрөшү боюнча эл аралык федерациясынын вице президенти (2015- жылы)."
Жунус уулу Алтынбек,0312 63-90-02,"Өмүрбаяны
 1981-жылдын 18-сентябрында Нарын областынын Нарын шаарында туулган.
Жогорку билимдүү. 2003-жылы Жусуп Баласагын атындагы Кыргыз улуттук университетинин Экономика факультетин финансы жана кредит адистиги боюнча артыкчылык менена бүтүргөн.
Эмгек жолун 2003-жылы Бишкек шаарындагы «Кыргызресурс» МИнин директордун жардамчысы болуп иштөө менен баштаган.
2007-2010-жылдары «Балыкчы-Транс» жоопкерчилиги чектелген коомунун башкы директору болуп иштеген.
2010-2015-жылдары «ReGoM» (РеГоМ)» жоопкерчилиги чектелген коомунун башкы директору болуп иштеген.
2015-жылдын 4-октябрында ""Өнүгүү-Прогресс"" партиясынын тизмеси боюнча VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
Үй-бүлөлүү, эки баланын атасы."
Жээнбеков Асылбек Шарипович,0312 63-86-05,"Өмүрбаяны
 2011-жылдын 21-декабрында Кыргыз Республикасынын Жогорку Кеңешинин Төрагалык кызмат ордуна шайланган Жээнбеков Асилбек Шарипович 1963-жылдын 27-августунда Ош облусундагы Кара-Кулжа районунун Биймырза айылында туулган.
Жогорку билимдүү. 1985-жылы К.И. Скрябин атындагы Кыргыз мамлекеттик айыл чараба институтун, 1991-жылы Кыргыз жер иштетүү илим изилдөө институтунун аспирантурасын, ал эми 2002-жылы Экономика жана ишкердик университетин бүтүргөн.
Эмгек жолун 1985-жылы Ош облусунун Өзгөн районундагы «Ак-Жар» совхозунда агроном кесибинен баштаган.
1987-1992-жылдары Кыргыз пахтачылык жана түштүк айыл чарбасы боюнча тажырыйба станциясында илимий кызматкер болуп иштеген.
1992-1996-жылдары «Шариф», 1996-2002-жылдары «Искен» жоопкерчилиги чектелген коомдордун директору, 2002-2007-жылдары «Агрозооветсервис» ишканасынын башкы директору болуп турган.
2002-2007-жылдары – «Жер азыгы» Кыргызстан агробизнесчилер ассоциациясынын Директорлор кеңешинин төрагасы. 2007-2010-жылдары – IV чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты.
2010-жылы Кыргызстан социал-демократиялык партиясынын тизмеси аркылуу V чакырылыштагы Кыргыз Рeспубликасынын Жогорку Кеңешинин депутаттыгына шайланып, Жогорку Кеңеш Төрагасынын орунбасары болгон.
2011-жылдын 21-декабрында Кыргыз Республикасынын Жогорку Кеңешинин Төрагалыгына шайланган.
2015-жылдын 4-октябрында Кыргызстан социал-демократиялык партиясынын тизмеси боюнча VIчакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
2015-жылдын 4-ноябрында VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин Төрагасы болуп шайланган."
Жутанов Алмаз Токтоназарович,0312 63-87-75,"Өмүрбаяны
 1977-жылдын 9-сентябрында Ош облусунун, Ош шаарында туулган. Жогорку билимдүү. 1999-жылы Ош мамлекеттик университетин юриспруденция адистиги боюнча бүтүргөн.
Эмгек жолун 2000-жылы Ош областынын, Лейлек районунун ИИБ ЭККББнын ыкчам кызматкери болуп баштаган.
2001-2005- жылдары - Ош шаарынын ИИБ тергѳчүүсү;
2005-2007- жылдары - Кыргыз Республикасынын НКАнин Түштүк аймагы боюнча ТБнүн тергѳѳчүсү;
2007-2010 - жылдары  Ош областынын Кара-Суу райондук сотунунун судьясы;
2011-2014- жылдары - Кыргыз Республикасынын Судьяларын тандоо боюнча кеңешинин мүчѳсү;
2015-жылдын 4-октябрында «Ѳнүгүү-Прогресс»  саясый партиясынан VI чакырылыштагы Кыргыз Республикасынын  Жогорку Кеңешинин  депутаты болуп шайланган.
Үй-бүлөлүү, беш баланын атасы."
Жумалиев Кубанычбек Мырзабекович,0312 63-86-20,"Өмүрбаяны
 1956-жылы 26-апрелде Жалал-Абад областындагы Аксы районуна караштуу Кичи-Ак-Жол айыл өкмөтүнө караштуу Кечүү айылында төрөлгөн.
Жогорку билимдүү. 1978-жылы Рязань шаарындагы радиотехникалык институтун аяктап, «физикалык электроника» адистигине ээ болгон.
Эмгек жолун 1978-жылы Фрунзе политехникалык институтунда жөнөкөй окутуучудан баштаган.
1982-жылга чейин Фрунзе политехникалык институтунун аспиранты.
1984-1986 жылдары Фрунзе политехникалык институтунун комсомол комитетинин катчысынын кызматын аткарган.
1986-жылы Белорус ССР инин илимдер академиясынын электроника институтунда техника илимдеринин кандидаттык диссертациясын жактаган.
1991-жылы Ленинград шаарындагы так механика жана оптика институтунда докторлук диссертациясын жактаган (Санкт-Петербург)
1992-жылы профессорлук окумуштуулук наам алган.
1993-жылы Кыргыз Республикасынын Улуттук Илимдер Академиясынын академиги (оптика жана голография адистиги боюнча).
1992-1994-жылдары Кыргыз Республикасынын Илим жана жаңыт ехнологиялар мамлекеттик комитетинин төрагасы.
1994-1995-жылдары КыргызРеспубликасынын Илим жана билим министрлигинин биринчи орун басары.
1995-1996-жылдары Кыргыз Республикасынын Президенттик Администрациясынын Мамлекеттик секретарынын биринчи орун басары.
1996-1998-жылдары Кыргыз Республикасынын Президентинин Администрациясынын башчысы
1998-1998-жылдары Кыргыз Республикасынын Өкмөтүнүн Премьер министри.
1998-2000-жылдары Жалал-Абад областынын Мамлекеттик Администрациясынын башчысы-губернатору.
2000-2002-жылдары Кыргыз Республикасынын транспорт жана коммуникациялар министри.
2002-2004-жылдары Кыргыз Республикасынын Өкмөтүнүн вице-премьер министри, транспорт жана коммуникациялар министрлигинин министри.
2004-2005-жылдары Кыргыз Республикасынын транспорт жана коммуникациялар министрлигинин биринчи орун басары.
2005-2009-жылдары Кыргыз Республикасынын Улуттук Илимдер Академиясынын физика институтунун илимий лабораториясынын башчысы.
2009-2015-жылдары Кыргыз Республикасынын Улуттук Илимдер Академиясынын физика-техника проблемалары жана материалдарды таануу институтунун директору, ошол эле учурда Раззаков атындагы КТУнун «Информатика жана эсептөөчү техника» кафедрасынын башчысы.
2015-жылдын 4-октябында  «Бир Бол» саясый партиясынан VI чакырылыштагы Кыргыз Республикасынын  Жогорку Кеңешинин  депутаты болуп шайланган."
Жетигенов Бакытбек Жеңишбекович,0312 63-86-02,"Өмүрбаяны
 1966-жылдын 30-майында Чүй облусунун Чүй районундагы Сайлык айылында туулган.
Жогорку билимдүү. 1991-жылы Кыргыз мамлекеттик дене тарбия институтун “машыктуруучу-мугалим” адистиги боюнча жана 2013-жылы Ж. Баласагын атындагы Кыргыз мамлекеттик улуттук университетинин Юридикалык институтун “юриспруденция” адистиги боюнча бүтүргөн.
Эмгек жолун 1988-жылы баштаган, МПМКга бетон даярдоочу болуп иштөөдөн баштаган.
1988-жылы “Ирригатор” бакча коомчулугуна кароолчу болуп орношкон, 1989-жылы №2 тазалоо-пресстөчүү цехке 2 разряддагы транспортировщик болуп дайындалган.
1992-жылдан 2010-жылдын сентябрына чейин жеке ишкерлик менен алектенген.
2010-жылдын ноябрында “Ар-Намыс” саясий партиясынын тизмеси боюнча V чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутат болуп шайланган.
2015-жылдын 4-октябрында Кыргызстан социал-демократиялык партиясынын тизмеси боюнча VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутат болуп шайланган.
Үй-бүлөлүү, үч баланын атасы.
Мамлекеттик кызматтын 3-класстагы  мамлекеттик кеңешчи"
Зулпукаров Төрөбай Закирович,0312 63-89-37,"Өмүрбаяны
  
Зулпукаров Төрөбай Закирович
1974–жылдын 19–январында Ош облусуна караштуу Ноокат районунун Кара-Таш айылында туулган.
1992 – 1993 – жылдары Кыргыз Республикасынын Куралдуу күчтөрүнүн  Улуттук Гвардиясынын атайын багыттагы бөлүмүндө кызмат өтөгөн.
 
Жогорку билимдүү:
1. Кыргыз мамлекеттик улуттук университетин тарых факультетин аяктаган.
2. Ош мамлекеттик университетинин Юридика факультетин   бүтүргөн.
 
Эмгек жолу: 1994–жылы (1997–жылга чейин) Кыргыз Республикасынын Ички иштер органдарында спорттук даярдоо боюнча инструктор болуп иштөөдөн баштаган. Спорттун кармашып урушуу (рукопашный бой) түрү боюнча чебери, 2-дан кара курдун ээси.
1998 – 2010 –жж. Жеке ишкерлик менен алектенген.
2010 – жылы Кыргызстан социал-демократиялык партиясынын (КСДП) тизмеси менен V -чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
2010 - 2012-жж. Кыргыз Республикасынын Жогорку Кеӊешинин Укук тартиби жана кылмыштуулукка каршы күрөшүү боюнча комитетинин мүчөсү.
2012 – 2015-жж. Кыргыз Республикасынын Жогорку Кеңешинин төрагасынын орун басары.
2012 – 2015-жж. Кыргыз Республикасынын Жогорку Кеӊешинин, Жогорку Кеңештин регламенти жана депутаттык этика боюнча комитетинин мүчөсү.
2013 -2015-жж. Кыргыз Республикасынын Жогорку Кеӊеши жана Казакстан Парламентинин Мажлиси ортосундагы кызматташтык боюнча комиссиясынын теӊ төрагасы.
Кыргыз Республикасынын Коргоо кеӊешинин мүчөсү.
2015 – жылдын 4-октябрында Кыргызстан социал-демократиялык партиясынын  тизмеси менен VI- чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган.
КСДП парламенттик фракциясынын лидеринин орун басарлыгына бекитилген.
Кыргыз Республикасынын Жогорку Кеӊешинин Бюджет жана финансы боюнча комитетинин мүчөсү.
2016 - жылдан азыркы убака чейин, Кыргыз Республикасынын Жогорку Кенешинин Иордания, Сирия Араб Республикасы, Палестина мамлекети, Сауд Аравия Королдугу, Бириккен Араб Эмираттары, Кувейт Мамлекети жана Катар менен кызматташтык боюнча достук депутаттык тобунун жетекчиси.
Үй-бүлөлүү, эки уул жана эки кыздын атасы.
 
Класстык чендери: Мамлекеттик кызматтын III - класстагы мамлекеттик кеӊешчиси. Аскердик наамы: Запастагы полковник.
 
Сыйлыктары жана кошумча маалыматтары:                                                                              
КМШ парламенттер аралык ассамблеясынын кызматташтык Ордени;
Кыргыз Республикасынын Жогорку Кеӊешинин Ардак грамотасы;
КМШ парламенттер аралык ассамблеясынын Ардак грамотасы;
Кыргыз Республикасынын Ички иштер министрлигинин «Ардак» медалы;
Саха (Якутия) Республикасынын Парламентинин Ардак грамотасы;
Кыргыз Республикасынын Мамлекеттик кызматынын отличниги;
Кыргыз Республикасынын финансы-экономикалык ишинин отличниги;
Бүткүл дүйнөлүк кармашып урушуу федерациясынын Алтын медалы.                                                        
 
Тилдерди билүүсү: Кыргыз тили, орус тили эркин, англис тили сөздүк менен окуу, которуу."
Жунус уулу Адыл,0312 63-89-18,"Өмүрбаяны
 1963-жылдын 15-майында Кытай Эл Республикасынын Кульджа шаарында туулган. 1982-жылы Кульджа шаарынын 5-орто мектебин аяктаган. 
Жогорку билимдүү. 1987-жылы Синцзян Университетинин География факультетин бүтүргөн. 1993-1994-жылдары Бишкек Гуманитардык билим жана тилдер институтунуну  тилдер борборунда билим алган.
1987-1991-жылдары Кытай илимдер академиясынын География жана экология институтунда иштеген.
1993-1994-жылдары Бишкек Гуманитардык билим жана тилдер институтунда (азыркы БГУ) кытай тилинен сабак берип эмгектенген.
1994-жылы “Кыргызспорткамсыздандыруу” республикалык башкармалыгында спорттук делегациянын котормочусу.
1995-2015-жылдары жеке ишкер катары иш алып барып келген.
2013-жылдан тартып ОсОО “Норвест Майнинг Компани”түзүүчүсү жана директору болуп эмгектенген, 15.10.2015-ж. ээлеген кызматынан өз каалоосу менен кетип, акциялар ишеним башкармалыгына өткөрүп берилген.
2015-жылдан баштап Кыргыз Республикасынын Жогорку Кеңешинин 6-чакырылышынын депутаты.
1991-жылы 8-июнда Кыргызстанга  үй-бүлөсү менен келип, 2001-жылы Кыргыз Республикасынын жарандыгына ээ болгон.
2008-жылы Кыргыз Республикасынын Өкмөтүнүн алдындагы Коррупцияга каршы күрөшүү агенттигинин «Мекенчил»төш белгиси менен сыйланган.  
Улуту кыргыз. Үй-бүлөсү бар, үч баланын атасы."
Зулушев Курманкул Токторалыевич,0312 63-85-96,"Өмүрбаяны
 Ош облусунун Өзгөн районундагы Комсомол айылында 1970-жылы туулган.
Билими – жогорку. 1998-жылы Ош Мамлекеттик университетин юрист адистиги боюнча бүтүргөн.
Эмгек ишмердүүлүгү:
1987-жылы Ош облусунун Өзгөн районундагы “Ак-Жар” совхозунда жумушчу.  
1988-1990-жж. Советтик Армиянын катарында кызмат өтөгөн.
1988 – 1999-жж. Ош технологиялык университетинин мугалими, декандын орун басары.
2000-ж. Нарын районунун прокурорунун стажер-жардамчысы
2001-ж. Нарын райондук прокуратурасында тергөөчүнүн стажеру.
2001-2005-жж. Нарын облусунун Кочкор районуну прокуратурасында тергөөчү жана Чүй облусунун Жайыл районунун прокурорунун жардамчысы.
2005-2007-жж. Чүй областынын Жайыл районунун прокуратурасынын ага тергөөчүсү, Чүй областынын прокуратурасынын бөлүмүнүн прокурору, Чүй областынын Сокулук районунун прокуратурасынын тергөөчүсү, Кыргыз транспорттук прокуратурасында прокурордун ага жардамчысы.
2007-2013-жж. Чүй областынын Сокулук райондук сотунун судьясы.
2013-ж. Бишкек шаардык сотунун төрагасынын орун басары.
2015-ж. Кыргыз Республикасынын Жогорку Кеңешинин Vl-чакырылыштагы “Республика-Ата-Журт” саясий партиясынын депутаты.
Үй-бүлөлүү, үч баланын атасы."
Иманалиев Каныбек Капашович,0312 63-87-33,"Өмүрбаяны
 1969-жылдын 11-майында Чүй областындагы Кемин районунун Кайыңды айылында туулган.
Жогорку билимдүү: 1993-жылы Кыргыз мамлекеттик университетинин филология факультетинин журналистика бөлүмүн бүтүргөн. 1998-жылы Россия Федерациясынын Президентинин алдындагы Россия мамлекеттик кызмат академиясын (РАГС) «политология» адистиги боюнча аяктаган. 2002-жылы Москва шаарында (РАГС) кандидаттык диссертациясын жактаган, 2010-жылы болсо Россия Федерациясынын Тышкы иштер министрлигинин алдындагы Дипакадемияда докторлук диссертациясын жактаган. Саясат таануу илимдеринин доктору.
Эмгек ишмердүүлүгүн 1992-жылы «Асаба» эркин гезитинде корреспондент болуп баштаган, ал жерде 1994-жылга чейин иштеген.
1994–1995-жылдары Кыргыз Республикасынын Президентинин Пресс-кызматынын референти, 1996-жылдын январь айында Пресс-кызматтын жетекчилик ордуна дайындалган. 1996-жылдан 1999-жылга чейин Кыргыз Республикасынын Президентинин Пресс-катчысыболгон.
1999 – 2004-жылдары «Учкун» АКсынын президенти.
2000 – 2005-жылдары № 2 Жал округу боюнча Кыргыз Республикасынын Жогорку Кеңешинин Эл өкүлдөр жыйынынын депутатыболуп шайланган.
2005-жылдын февраль айында № 62 Аламүдүн шайлоо округу боюнча III чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешине депутат болуп шайланган.
2008-жылдан 2010-жылга чейин Кыргыз-орус славян университетинин эл аралык байланыш боюнча проректору;
2010-2015-жылдары «Ар-Намыс» саясый партиясынын тизмеси менен V чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган. Алгач Эл аралык иштер жана парламенттер аралык кызматташтык боюнча комитеттин мүчөсү, Эл аралык иштер комитетинин төрагасы болгон.
2015-жылдын 4-октябрында «Ата-Мекен» саясый партиясынын тизмеси менен VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеңешинин депутаты болуп шайланган. Эл аралык иштер, коргоо жана коопсуздук боюнча комитетинин төрагасынын орун басары.
Үй-бүлөлүү, төрт баланын атасы.
2002-жылы КМШ Парламенттер аралык ассамблеясынын «Древо дружбы» («Достук багы») алтын медалы менен сыйланган.
Республикада көрүнүктүү журналист, публицист. Орус, англис, немис жана кытай тилдеринде басылган «Кыргызстан (Слово о Родине)» китебинин, «Жоогазын ыры» («Тюльпаны пустыни»), «Кыргызские притчи», «Алтынкөлдүн аккуусу», «Саякбай», «Тагай бий» повесттеринин жана «Арзуу ыры» ырлар жыйнагынын автору. Ошондой эле кыргыз элинин тарыхы, маданияты, этнографиясы жөнүндө макалалар жана маалыматтар жыйналган «Кыргыздар» басылмасынын 10 томдугунун түзүүчүсү.
2009-жылы анын «Каганат» (Сокровенное сказание кочевников) китеби КМШ өлкөлөрү катышкан-мамлекеттирдин эл аралык сынагында «Наш современник» номинациясындагы I даражадагы диплому менен сыйланган."
Икрамов Тазабек Икрамович,0312 63-85-06,"Өмүрбаяны
 1974-жылдын 16-октябрында Жалал-Абад облусунун Сузак районундагы Кызыл-Сеӊир айылында туулган.
Жогорку билимдүү. 1996-жылы Кыргыз мамлекеттик дене тарбия  жана спорт институтун «Дене тарбия  мугалими» адистиги боюча, 2010-жылы Кыргыз мамлекеттик юридикалык академиясын «юриспруденция» адистиги боюнча бүтүргөн.
Эмгек жолун 1998-2000-жылдары Кыргыз мамлекеттик дене тартбия  жана спорт институтунун  Жалал-Абад облусундагы  филиалында дене тарбия мугалими болуп иштөө менен баштаган.
2000-2007-жылдары жеке ишкер.
2007-2010-жылдары «Элдик чындык» коомдук фондун төрагасы.
2010-2011-жылдары КР Соода жана өнөр-жай палатасынын Кытай Элдик Республикасындагы өкүлү
2011-2012-жылдары Ош жана Жалал-Абад шаарларын калыбына келтирүү мамлекеттик дирекциянынбашкы директорунун кеӊешчиси.
2015-жылдын 4-октябрында «Өнүгүү-Прогресс» партиясынын тизмеси боюнча VI чакырылыштагы Кыргыз Республикасынын Жогорку Кеӊешинин депутаттыгына шайланган.
Азыркы күнү Кыргыз Республикасынын Жогорку Кеӊешинин депутаты, Социалдык маселелер, билим берүү, илим, маданият жана саламаттык сактоо боюнча комитетинин төрагасынын орун басары
Үй-бүлөлүү, эки уул, бир кыздын атасы."
Исаев Жаныбек Базаркулович,0312 63-92-18,"Өмүрбаяны
 1983- жылы  Нарын  шаарында туулган.
Жогорку билимдүү.  2005 – жылы  Жусуп Баласагын атындагы  Кыргыз  улуттук  университетинин   кыргыз-европа факультетин бүтүргөн.
Эмгек  жолун  2004-2006 –жылдары   «Artcas»  ЖЧКсынын  башкы директору.
2006-2007-жылдары  «Айтолкун»  ЖЧКсынын  кадр менеджери  болуп иштеген.
2007-2007-жылдары «Альфа Лизинг»  ЖЧКсынын  башкы  директорунун  орун  басары.
2007-2014-жылдары  «АЮ»   ЖЧКнын  директору.
2014-2014-жылы  Кыргыз  Республикасынын  Жогорку  Кеңешинин V –чакырылыштагы  депутатынын  консультанты.
2014-2018  жылдары  «Артезиан»  ЖЧКнын  директорунун кеңешчиси болуп  иштеген.
2018- жылдын июнь айынан баштап «Кыргызстан» саясый партиясынын тизмеси боюнча VI чакырылыштагы  Кыргыз  Республикасынын  Жогорку  Кеңешинин  депутаты.
Үй-бүлөөлүү, үч баланын атасы."
